reward,duration,angle
5103.603734663055,30.0,0.8148166277557471
2982.1625205333107,30.0,1.0757132148234194
4712.586685614342,30.0,5.6849330741616155
5058.809770754398,30.0,0.6362365241543395
2818.4511268773817,30.0,2.525298248793852
4793.034908517674,30.0,6.19974982587915
3839.3480603768335,30.0,4.986663990977042
2250.9377576609804,30.0,3.5643182838085536
2322.2510645201064,30.0,5.755084523206037
4458.386204948389,30.0,6.080020659781144
3368.9942144708043,30.0,2.6366623063424237
5009.385097419728,30.0,4.634523553080533
3771.366074996272,30.0,5.110642238997956
5084.976828414544,30.0,6.241827957224147
4431.026085643054,30.0,2.3257658770391503
3843.4440539741076,30.0,4.940072521479538
-3356.611856386122,12.8,0.603425185607939
2422.3063607575054,30.0,5.995456542360013
4781.689685645756,30.0,6.225494868826601
2360.892295474061,30.0,5.045365316075418
2319.7934692270924,30.0,4.155066041397603
2943.936679554761,30.0,0.5680481007242129
4434.373160410783,30.0,5.66868031933849
2247.795425459386,30.0,2.6501191378405817
2666.0159607399737,30.0,4.208808608486002
-2749.5651861594156,16.6,3.1106291116240805
-1836.9578669213088,22.0,5.269452772037888
3785.8162006216608,30.0,4.090726545470833
5278.2661317400625,30.0,0.1162900976927525
2982.5986046588673,30.0,1.075499053291671
2301.9791788934167,30.0,5.056146801571743
3835.971393840135,30.0,1.4765620999401723
-2058.9185355244736,20.8,5.267886414976427
2305.998528947498,30.0,4.263176039394203
4760.8467954848165,30.0,2.9237068748936603
1564.0218540108974,30.0,2.3992526211254925
2317.163271809139,30.0,1.0629205644683832
4986.338761280156,30.0,4.001136049393763
2269.0015964253666,30.0,4.312255905927802
4468.690832810129,30.0,2.1735097628688185
2549.5332124243746,30.0,2.712623105972063
4495.060180260853,30.0,0.30621198437079694
4835.403471672848,30.0,0.8909489296430954
2448.9176745355926,30.0,0.5570534338842561
5428.256817005846,30.0,3.866781324086808
4838.609854444494,30.0,4.698130806669627
2286.92698672216,30.0,3.4619087837833975
2141.604360821056,30.0,1.6636946182218295
4976.7306163146495,30.0,4.63065159550485
4467.800528301842,30.0,5.670332363881137
1972.3091697076359,30.0,2.3850507593883408
2208.6868895915836,30.0,1.133373688440278
-3492.299443775156,15.0,1.3938333880587102
2433.041858330546,30.0,5.914683475951451
4975.477178532653,30.0,3.0281707058997838
4651.421867289359,30.0,2.2216599127072447
3025.574764822562,30.0,2.8532605214713964
4044.0702274843884,30.0,4.833259809999421
4625.157576091387,30.0,4.760267816307812
-2017.166045299578,20.0,1.01111063398574
4465.49489762723,30.0,0.3069945312655137
3784.9275977837424,30.0,5.187515645976223
4725.241900134904,30.0,0.8384765514379225
2478.815906904602,30.0,2.0167517220167976
4682.569147667899,30.0,5.699557906323255
4266.553545466733,30.0,0.2737406326210843
4682.967823824009,30.0,5.799458092682649
3741.636366269613,30.0,5.1527623482916605
2955.1585635463216,30.0,4.121269131049264
2249.8431145191876,30.0,6.034730453886674
5428.256817005846,30.0,3.8744581185530373
5065.626559243634,30.0,3.7865324726900735
2249.004061858703,30.0,2.6326898707391257
2860.3011418248866,30.0,1.2385264353363807
3142.2115656332658,30.0,2.33130940510977
4891.698902476614,30.0,1.6370039446798466
4404.037458904408,30.0,4.793211156776498
5360.180858353899,30.0,2.9814333627476195
-2649.7720199927066,18.4,5.794897929686853
3088.951290629442,30.0,2.7879629980427
3400.3930586146457,30.0,2.895577643015062
4377.383078925623,30.0,4.469255856831619
